,Unnamed: 4,Case,Disposition,Penalty,description,alcohol,parking,other,off duty,year
348,,2016-15872,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (35 day(s) )","while off-duty, refused to submit to a chemical breath test.",True,False,False,False,2016
349,,2016-15872,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (35 day(s) )","while off-duty, wrongfully operated a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2016
350,,2016-15872,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (35 day(s) )","while off-duty, wrongfully operated a vehicle while her ability was impaired by an intoxicant.",True,False,False,False,2016
351,,2018-18886,GUILTY,VACATION DAYS (20 day(s) ),"while on-duty, did wrongfully transport an unauthorized person in a department vehicle.",False,False,True,False,2018
352,,2020-21863,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (10 day(s) )",operated a motor vehicle while their ability was impaired.,False,False,True,False,2020
353,,2017-17312,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (14 day(s) ), VACATION DAYS (10 day(s) )","while off-duty, did wrongfully operate a motor vehicle while his ability was impaired by an intoxicant",True,False,False,False,2017
354,,2017-17312,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (14 day(s) ), VACATION DAYS (10 day(s) )","while off-duty, did wrongfully operate a motor vehicle while under the influence of an intoxicant",True,False,False,False,2017
355,,2016-16540,GUILTY,VACATION DAYS (5 day(s) ),failed to review a police department accident report and a collision report-police department vehicle prepared by a member of service for accuracy.,False,False,True,False,2016
356,,2016-16791,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (45 day(s) ), RESTORATION OF SUSPENSION DAYS (6 day(s) ), VACATION DAYS (15 day(s) )",while off-duty wrongfully operated a motor vehicle while his ability was impaired by consumption of alcohol.,True,False,False,False,2016
357,,2016-16791,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (45 day(s) ), RESTORATION OF SUSPENSION DAYS (6 day(s) ), VACATION DAYS (15 day(s) )",while off-duty wrongfully operated a motor vehicle while under the influence of an intoxicant.,True,False,False,False,2016
358,,2016-16791,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (45 day(s) ), RESTORATION OF SUSPENSION DAYS (6 day(s) ), VACATION DAYS (15 day(s) )",while off-duty wrongfully refused to submit to a breathalyzer test.,True,False,False,False,2016
359,,,GUILTY,VACATION DAYS (45 day(s) ),improperly used department property/resources/equipment (vehicle).,False,False,True,False,
360,,2016-15109,GUILTY,VACATION DAYS (20 day(s) ),"while off-duty, wrongfully displayed his department issued parking permit.",False,True,False,False,2016
361,,2014-11636,PLEADED GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",said police officer  wrongfully operated his vehicle that had an expired registration.,False,False,True,False,2014
362,,2014-11636,PLEADED GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",said police officer wrongfully operated his improperly registered vehicle.,False,False,True,False,2014
363,,2014-11636,PLEADED GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )","while off-duty, police officer improperly registered his vehicle with a temporary new jersey license plate.",False,False,True,False,2014
364,,2017-17237,GUILTY,VACATION DAYS (5 day(s) ),improperly supervised a vehicle pursuit,False,False,True,False,2017
365,,2010-30,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (10 day(s) )",operated a vehicle while impaired by an intoxicant.,True,False,False,False,2010
366,,2010-30,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (10 day(s) )",wrongfully operated a vehicle while under the influence of an intoxicant.,True,False,False,False,2010
367,,2019-20166,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (25 day(s) )",open container of alcohol in a vehicle.,True,False,False,False,2019
368,,2019-20166,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (25 day(s) )",operated a motor vehicle while ability impaired.,False,False,True,False,2019
369,,2019-20166,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (25 day(s) )",operated a motor vehicle while under the influence of an intoxicant.,True,False,False,False,2019
370,,2019-20166,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), SUSPENDED W/O PAY (13 day(s) ), VACATION DAYS (25 day(s) )",refused to submit to a breathalyzer.,True,False,False,False,2019
371,,2017-17986,GUILTY,VACATION DAYS (30 day(s) ),"while on duty, wrongfully failed to prepare and/or submit or ensure the preparation and/or submission of an accident report - city involved and/or an aided report",False,False,True,False,2017
372,,2014-11397,GUILTY,VACATION DAYS (15 day(s) ),"having been involved in off-duty incidents, did thereafter fail and neglect to report said incidents to the patrol supervisor.",False,False,True,False,2014
373,,2010-895,GUILTY,VACATION DAYS (25 day(s) ),failed to timely surrender the expired license plates for her vehicle.,False,False,True,False,2010
374,,2015-13785,GUILTY,VACATION DAYS (15 day(s) ),failed to notify the commissioner of the department of motor vehicles of her change in residence and did fail to make a notation on her license of said change,False,False,True,False,2015
375,,2017-18041,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (30 day(s) )",allowed unauthorized lights to be installed in her vehicle.,False,False,True,False,2017
376,,2017-18041,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (30 day(s) )",knowingly allowed an individual to drive her unregistered and uninsured vehicle on a public road.,False,False,True,False,2017
377,,2017-18041,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (30 day(s) )",knowingly allowed an individual to drive her vehicle knowing that he did not possess a valid diriver's license.,False,False,True,False,2017
378,,2017-18041,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (30 day(s) )",wrongfully drove an unregistered and uninsured vehicle on a public road.,False,False,True,False,2017
379,,2016-16665,GUILTY,VACATION DAYS (10 day(s) ),while on-duty failed and neglected to immediately notify the patrol supervisor and remain at the scene of a vehicle accident involving a department vehicle and a civilian.,False,False,True,False,2016
380,,2014-11168,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (25 day(s) )","while off-duty, did wrongfully operate a motor vehicle while his ability was impaired by the consumption of alcohol.",True,False,False,False,2014
381,,2014-11168,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (25 day(s) )","while off-duty, did wrongfully operate a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2014
382,,2014-11168,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (25 day(s) )","while off-duty, refused to submit to a breath test.",True,False,False,False,2014
383,,,GUILTY,VACATION DAYS (40 day(s) ),improperly tinted windows on personal vehicle.,False,False,True,False,
384,,,GUILTY,VACATION DAYS (40 day(s) ),operated their personal vehicle with an expired state registration.,False,False,True,False,
385,,2014-11181,GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (16 day(s) ), VACATION DAYS (14 day(s) )","while off-duty, said police officer displayed his department issued parking permit in his personal vehicle to park by a fire hydrant.",False,True,False,False,2014
386,,2010-2340,GUILTY,"PRE-TRIAL SUSPENSION DAYS (14 day(s) ), VACATION DAYS (6 day(s) )","while off-duty, detective displayed his duplicated department issued restricted parking permit.",False,True,False,False,2010
387,,2015-14031,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (4 day(s) )",while off-duty was unfit for duty due to overindulgence of an intoxicant.,True,False,False,False,2015
388,,2015-14031,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (4 day(s) )","while off-duty, did wrongfully operate a motor vehicle while her ability was impaired by an intoxicant and struck another vehicle.",True,False,False,False,2015
389,,2015-14031,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (4 day(s) )","while off-duty, did wrongfully operate a motor vehicle while under the influence of an intoxicant and struck another vehicle.",True,False,False,False,2015
390,,2018-19298,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (20 day(s) )",wrongfully allowed or directed the use of a department vehicle for a non-department purpose or non-city purpose.,False,False,True,False,2018
391,,2015-14865,GUILTY,VACATION DAYS (5 day(s) ),inproperly operated a department vehicle and was at-fault in a single vehicle collision.,False,False,True,False,2015
392,,2015-13391,GUILTY,VACATION DAYS (10 day(s) ),wrongfully used a department vehicle for an unauthorized purpose,False,False,True,False,2015
393,,2010-3343,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (3 day(s) )",did wrongfully operate a motor vehicle while his ability was impaired by an intoxicant.,True,False,False,False,2010
394,,2010-3343,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (3 day(s) )",did wrongfully operate a motor vehicle while under the influence of an intoxicant.,True,False,False,False,2010
395,,2010-3343,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (3 day(s) )",refused to submit to a breathalyzer.,True,False,False,False,2010
396,,2015-13675,GUILTY,VACATION DAYS (13 day(s) ),failed to safeguard his restricted parking permit,False,True,False,False,2015
397,,2016-16747,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (36 day(s) ), SUSPENDED W/O PAY (9 day(s) ), VACATION DAYS (15 day(s) )",while off-duty was improperly driving her vehicle and caused damage to another vehicle.,False,False,True,False,2016
398,,2016-16747,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (36 day(s) ), SUSPENDED W/O PAY (9 day(s) ), VACATION DAYS (15 day(s) )",while off-duty wrongfully operated a motor vehicle while her ability was impaired by an intoxicant.,True,False,False,False,2016
399,,2016-16747,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (36 day(s) ), SUSPENDED W/O PAY (9 day(s) ), VACATION DAYS (15 day(s) )",while off-duty wrongfully operated a motor vehicle while under the influence of an intoxicant.,True,False,False,False,2016
400,,2015-14565,PLEADED GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (13 day(s) )",did operate a motorcycle and did not have a new york state class m license.,False,False,True,False,2015
401,,2015-14565,PLEADED GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (13 day(s) )","while off-duty, operated his personal vehicle in a reckless manner and failed to obey a law enforcement officer's order to stop and pull over.",False,False,True,False,2015
402,,2015-14565,PLEADED GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (13 day(s) )","while off-duty, operated his personal vehicle in a reckless manner.",False,False,True,False,2015
403,,2015-14565,PLEADED GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (13 day(s) )","while off-duty, operated his vehicle in a reckless manner.",False,False,True,False,2015
404,,2017-17346,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",fail and neglect to remove his department identification card from his wallet and provide it to on-duty police officer assigned to highway 1.,False,False,True,False,2017
405,,2017-17346,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )","while assigned to manhattan court section on and off-duty, said police officer did wrongfully operate his vehicle at a fifty (50) miles per hour, at a rate speed in excess of eithty (80) miles per hour while in the confines of new york county on the henry hudson parkway, and switched lanes in an erratic manner.",False,False,True,False,2017
406,,2018-18932,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )","while off-duty, did fail to maintain a current new york state driver's license and notify commanding officer, with pertinent details, when license is suspended, revoked or not renewed.",False,False,True,False,2018
407,,2018-18932,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )","while off-duty, failed to notify the new york state department of motor vehicle of his address change within ten (10) days of moving.",False,False,True,False,2018
408,,2018-18932,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )","while off-duty, operated his personal vehicle while his driver's license was suspended.",False,False,True,False,2018
409,,2018-18932,GUILTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (20 day(s) )","while on-duty, operated a department vehicle while his driver's license was suspended.",False,False,True,False,2018
410,,2014-11209,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (30 day(s) )","while off-duty, failed to remain at the scene of an unusual occurrence and to request",False,False,True,False,2014
411,,2014-11200,GUILTY,VACATION DAYS (5 day(s) ),failed to notify the radio dispatcher at the start of a vehicle pursuit of a pedestrian.,False,False,True,False,2014
412,,2018-18455,GUILTY,VACATION DAYS (10 day(s) ),"while on-duty, left assignment without permission and allowed two unauthorized civilians to ride in her assigned police vehicle",False,False,True,False,2018
413,,2015-13094,GUILTY,"COUNSELING, VACATION DAYS (15 day(s) )","while off-duty, was wrongfully unfit for duty due to the consumption of alcohol.",True,False,False,False,2015
414,,2018-19678,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (15 day(s) )",operated a motor vehicle under the influence of an intoxicant.,True,False,False,False,2018
415,,2018-19678,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (15 day(s) )",operated a motor vehicle while ability impaired.,False,False,True,False,2018
416,,2018-19678,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (15 day(s) )",refused to submit to a breathalyzer.,True,False,False,False,2018
417,,2015-12963,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, did wrongfully operate a motor vehicle while his ability was was impaired by the consumption of alcohol.",True,False,False,False,2015
418,,2015-12963,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, did wrongfully operate a motor vehicle while under the influence of an intoxicant",True,False,False,False,2015
419,,2015-12963,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, refused to submit to a breathalyzer test",True,False,False,False,2015
420,,2017-17049,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (20 day(s) )",said sergeant failed to notify the new york state department of motor vehicle of an address change,False,False,True,False,2017
421,,2014-12219,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (35 day(s) )",officer did illegally utilize one (1) new york state license plate for officer's other vehicles.,False,False,True,False,2014
422,,2014-12219,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (35 day(s) )","while off-duty, did illegally utilize one (1) new york state license plate.",False,False,True,False,2014
423,,2015-14778,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (20 day(s) )","while off-duty, left the scene of a vehicle accident.",False,False,True,False,2015
424,,2015-14778,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (20 day(s) )","while off-duty, wrongfully operated a motor vehicle while her ability was inpared by the consumption of alcohol.",True,False,False,False,2015
425,,2015-14778,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (20 day(s) )","while off-duty, wrongfully operated a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2015
426,,2015-14778,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (20 day(s) )","while off-duty, wrongfully refused to submit to a breathalyzer test.",True,False,False,False,2015
427,,2017-17243,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), RESTITUTION ($1,414), SUSPENDED W/O PAY (23 day(s) ), VACATION DAYS (20 day(s) )","while off duty, wrongfully operated a motor vehicle while her ability was impaired by the consumption of alcohol",True,False,False,True,2017
428,,2017-17243,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), RESTITUTION ($1,414), SUSPENDED W/O PAY (23 day(s) ), VACATION DAYS (20 day(s) )","while off duty, wrongfully operated a motor vehicle while under the influence of an intoxicant",True,False,False,True,2017
429,,2017-17243,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), RESTITUTION ($1,414), SUSPENDED W/O PAY (23 day(s) ), VACATION DAYS (20 day(s) )","while off-duty, was involved in a vehicle collision that caused property damage.",False,False,True,False,2017
430,,2017-17243,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), RESTITUTION ($1,414), SUSPENDED W/O PAY (23 day(s) ), VACATION DAYS (20 day(s) )","while off-duty, wrongfully refused to submit to a chemical breath test to determine her blood alcohol concentration",True,False,False,False,2017
431,,2014-12006,GUILTY,VACATION DAYS (15 day(s) ),"while off-duty, wrongfully used a substance to obscure and/or cover his motorcycle license plate.",False,False,True,False,2014
432,,2010-1385,GUILTY,"DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (18 day(s) )",refused to submit to a breathalyzer test.,True,False,False,False,2010
433,,2010-1385,GUILTY,"DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (18 day(s) )",wrongfully operated a motor vehicle while ability was impaired by an intoxicant.,True,False,False,False,2010
434,,2010-1385,GUILTY,"DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (32 day(s) ), VACATION DAYS (18 day(s) )",wrongfully operated a motor vehicle while under the influence of an intoxicant.,True,False,False,False,2010
435,,2016-15801,GUILTY,VACATION DAYS (30 day(s) ),"while off-duty, was involved in a motor vehicle accident which resulted in property damage and left the scene without reporting said accident.",False,False,True,False,2016
436,,2016-15801,GUILTY,VACATION DAYS (30 day(s) ),"while off-duty, was involved in a motor vehicle accident within the confines of suffolk county and failed to notify command operations as required.",False,False,True,False,2016
437,,2015-14877,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, operated a motor vehicle while under the influence of an intoxicant.",True,False,False,False,2015
438,,2015-14877,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (15 day(s) )","while off-duty, refused to submit to a chemical breath test.",True,False,False,False,2015
439,,2010-2849,GUILTY,VACATION DAYS (25 day(s) ),failed to safeguard department restricted parking permit.,False,True,False,False,2010
440,,2010-2849,GUILTY,VACATION DAYS (25 day(s) ),used restricted parking permit in an unauthorized vehicle.,False,True,False,False,2010
441,,2010-2849,GUILTY,VACATION DAYS (25 day(s) ),wrongfully displayed restricted parking permit.,False,True,False,False,2010
442,,2010-1383,GUILTY,VACATION DAYS (15 day(s) ),"failed to conduct a timely investigation, to wit: after being advised that an off-duty member of service  allegedly smelled of alcohol was involved in a car accident at a known location, said lieutenant failed to immediately respond to the location and assess the situation and failed to direct that said member of the service be transported to a department facility for a breathalyzer test.",True,False,False,False,2010
443,,2010-1383,GUILTY,VACATION DAYS (15 day(s) ),"failed to conduct a timely investigation, to wit: after being advised that an off-duty member of service  allegedly smelled of alcohol was involved in a car accident at a known location, said lieutenant failed to notify the internal affairs bureau as required.",True,False,False,False,2010
444,,,GUILTY,"FORFEITURE OF TIME/LEAVE BALANCES, RESTITUTION ($123), VACATION DAYS (30 day(s) )",failed to make required entries in vehicle movement logs.,False,False,True,False,
445,,,GUILTY,"FORFEITURE OF TIME/LEAVE BALANCES, RESTITUTION ($123), VACATION DAYS (30 day(s) )",failed to make required entries in vehicle utilization logs.,False,False,True,False,
446,,2017-17911,GUILTY,VACATION DAYS (30 day(s) ),failed and neglected to notify the patrol supervisor and remained at the scene of a vehicle accident involving a department vehicle.,False,False,True,False,2017
447,,2015-14870,GUILTY,"COUNSELING, VACATION DAYS (10 day(s) )","failed to notify the operations unit, after being involved in an off-duty incident.",False,False,True,False,2015
448,,2017-18113,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (10 day(s) )","while off-duty, said detective wrongfully operated a motor vehicle while his ability was impaired by the consumption of alcohol",True,False,False,False,2017
449,,2017-18113,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (10 day(s) )","while off-duty, said detective wrongfully operated a motor vehicle while under the influence of an intoxicant",True,False,False,False,2017
450,,2017-18113,GUILTY,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (10 day(s) )","while off-duty, said detective wrongfully refused to submit to coordination tests and a chemical breath test to determine his blood alcohol concentration",True,False,False,False,2017
451,,2016-16783,GUILTY,VACATION DAYS (10 day(s) ),"while on duty having been involved in a department vehicle collision with a civilian pedestrian, wrongfully failed to obtain the pedestrian's contact information, wrongfully failed to request the presence of the patrol supervisor for the precinct of occurrence, or wrongfully failed to prepare a report of motor vehicle accident (mv104) regarding this collision.",False,False,True,False,2016
452,,2016-16783,GUILTY,VACATION DAYS (10 day(s) ),"while on duty wrongfully operated his assigned department vehicle in an unsafe manner, thereby causing a collision with and an injury to a pedestrian.",False,False,True,False,2016
453,,2015-12946,GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",failed to immediately inform a supervisor and/or emergency services personnel of a vehicular incident that caused injury to a member of the service.,False,False,True,False,2015
454,,2015-12946,GUILTY,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )","operated a department vehicle in a reckless manner, causing injury to a member of the service.",False,False,True,False,2015
455,,2010-2263,GUILTY,VACATION DAYS (25 day(s) ),failed to report said incident to the patrol supervisor.,False,False,True,False,2010
456,,2017-16871,GUILTY,VACATION DAYS (10 day(s) ),"while off-duty, did produce an unauthorized color copy of his 2016 department issued parking permit",False,True,False,False,2017
457,,2017-17974,GUILTY,VACATION DAYS (15 day(s) ),"while on-duty, having responded to a vehicle collision, failed to prepare a collision information exchange/acknowledgement of found property, or failed to prepare a report of motor vehicle accident regarding this collision",False,False,True,False,2017
458,,2017-17071,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (20 day(s) )",displayed his department traffic vest on the dashboard of his private vehicle while it was improperly parked on a fire hydrant.,False,False,True,False,2017
459,,2017-17071,GUILTY,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (20 day(s) )","drove/allowed a department vehicle to be used for an unauthorized, personal purpose.",False,False,True,False,2017
